id,category,difficulty,points,question,answer,acceptableAnswers,sourceNote
ML_031,Math & Logic,easy,100,12 squared equals this.,144,144,Arithmetic reference
ML_032,Math & Logic,easy-medium,200,13 squared equals this.,169,169,Arithmetic reference
ML_033,Math & Logic,medium,300,14 squared equals this.,196,196,Arithmetic reference
ML_034,Math & Logic,medium-hard,400,15 squared equals this.,225,225,Arithmetic reference
ML_035,Math & Logic,hard,500,2 cubed equals this.,8,8,Arithmetic reference
ML_036,Math & Logic,easy,100,3 cubed equals this.,27,27,Arithmetic reference
ML_037,Math & Logic,easy-medium,200,4 cubed equals this.,64,64,Arithmetic reference
ML_038,Math & Logic,medium,300,5 cubed equals this.,125,125,Arithmetic reference
ML_039,Math & Logic,medium-hard,400,6 cubed equals this.,216,216,Arithmetic reference
ML_040,Math & Logic,hard,500,7 cubed equals this.,343,343,Arithmetic reference
ML_041,Math & Logic,easy,100,8 cubed equals this.,512,512,Arithmetic reference
ML_042,Math & Logic,easy-medium,200,9 cubed equals this.,729,729,Arithmetic reference
ML_043,Math & Logic,medium,300,10 cubed equals this.,1000,1000,Arithmetic reference
ML_044,Math & Logic,medium-hard,400,"The next number in the pattern 2, 4, 6, 8 is this.",10,10,Logic/pattern reference
ML_045,Math & Logic,hard,500,"The next number in the pattern 5, 10, 15, 20 is this.",25,25,Logic/pattern reference
ML_046,Math & Logic,easy,100,"The next number in the pattern 1, 2, 4, 8 is this.",16,16,Logic/pattern reference
ML_047,Math & Logic,easy-medium,200,"The next number in the pattern 3, 6, 12, 24 is this.",48,48,Logic/pattern reference
ML_048,Math & Logic,medium,300,"The next number in the pattern 1, 4, 9, 16 is this.",25,25,Logic/pattern reference
ML_049,Math & Logic,medium-hard,400,"The next number in the pattern 10, 9, 7, 4 is this.",0,0,Logic/pattern reference
ML_050,Math & Logic,hard,500,"The next number in the pattern 100, 50, 25 is this.",12.5,12.5,Logic/pattern reference
ML_051,Math & Logic,easy,100,"The next number in the pattern 1, 1, 2, 3, 5 is this.",8,8,Logic/pattern reference
ML_052,Math & Logic,easy-medium,200,"The next number in the pattern 2, 3, 5, 7 is this.",11,11,Logic/pattern reference
ML_053,Math & Logic,medium,300,"The next number in the pattern 64, 32, 16, 8 is this.",4,4,Logic/pattern reference
ML_054,Math & Logic,medium-hard,400,This shape has three sides.,triangle,triangle,Geometry reference
ML_055,Math & Logic,hard,500,This shape has four equal sides and four right angles.,square,square,Geometry reference
ML_056,Math & Logic,easy,100,This shape has four sides with opposite sides parallel.,parallelogram,parallelogram,Geometry reference
ML_057,Math & Logic,easy-medium,200,This shape has exactly one pair of parallel sides in common North American usage.,trapezoid,trapezoid,Geometry reference
ML_058,Math & Logic,medium,300,This shape has five sides.,pentagon,pentagon,Geometry reference
ML_059,Math & Logic,medium-hard,400,This shape has six sides.,hexagon,hexagon,Geometry reference
ML_060,Math & Logic,hard,500,This shape has eight sides.,octagon,octagon,Geometry reference
ML_061,Math & Logic,easy,100,A three-dimensional shape with six square faces is this.,cube,cube,Geometry reference
ML_062,Math & Logic,easy-medium,200,A three-dimensional shape shaped like a ball is this.,sphere,sphere,Geometry reference
ML_063,Math & Logic,medium,300,A three-dimensional shape with circular base and point is this.,cone,cone,Geometry reference
ML_064,Math & Logic,medium-hard,400,10 percent of 200 is this.,20,20,Arithmetic reference
ML_065,Math & Logic,hard,500,25 percent of 80 is this.,20,20,Arithmetic reference
ML_066,Math & Logic,easy,100,50 percent of 90 is this.,45,45,Arithmetic reference
ML_067,Math & Logic,easy-medium,200,75 percent of 40 is this.,30,30,Arithmetic reference
ML_068,Math & Logic,medium,300,20 percent of 60 is this.,12,12,Arithmetic reference
ML_069,Math & Logic,medium-hard,400,One quarter written as a decimal is this.,0.25,0.25,Arithmetic reference
ML_070,Math & Logic,hard,500,One half written as a decimal is this.,0.5,0.5,Arithmetic reference
ML_071,Math & Logic,easy,100,Three quarters written as a decimal is this.,0.75,0.75,Arithmetic reference
ML_072,Math & Logic,easy-medium,200,One tenth written as a decimal is this.,0.1,0.1,Arithmetic reference
ML_073,Math & Logic,medium,300,One fifth written as a decimal is this.,0.2,0.2,Arithmetic reference
ML_074,Math & Logic,medium-hard,400,"In algebra, a letter standing for an unknown number is called this.",variable,variable,Algebra reference
ML_075,Math & Logic,hard,500,An equation states that two expressions are this.,equal,equal,Algebra reference
ML_076,Math & Logic,easy,100,The answer to an equation is often called this.,solution,solution,Algebra reference
ML_077,Math & Logic,easy-medium,200,The number multiplied by a variable is this.,coefficient,coefficient,Algebra reference
ML_078,Math & Logic,medium,300,"In y = mx + b, m represents this.",slope,slope,Algebra reference
ML_079,Math & Logic,medium-hard,400,"In y = mx + b, b represents this.",y-intercept,y-intercept,Algebra reference
ML_080,Math & Logic,hard,500,The x-axis is usually this direction on a graph.,horizontal,horizontal,Algebra reference
ML_081,Math & Logic,easy,100,The y-axis is usually this direction on a graph.,vertical,vertical,Algebra reference
ML_082,Math & Logic,easy-medium,200,"The point (0,0) is called this.",origin,origin,Algebra reference
ML_083,Math & Logic,medium,300,A graph shaped like a U from a quadratic equation is this.,parabola,parabola,Algebra reference
ML_084,Math & Logic,medium-hard,400,A logical statement that is always true is called this.,tautology,tautology,Math/statistics reference
ML_085,Math & Logic,hard,500,A statement that cannot be both true and false at the same time follows this law.,law of noncontradiction,law of noncontradiction,Math/statistics reference
ML_086,Math & Logic,easy,100,The word AND in logic usually means both statements must be this.,true,true,Math/statistics reference
ML_087,Math & Logic,easy-medium,200,The word OR in inclusive logic means at least one statement is this.,true,true,Math/statistics reference
ML_088,Math & Logic,medium,300,A conclusion reached from evidence and reasoning is this.,inference,inference,Math/statistics reference
ML_089,Math & Logic,medium-hard,400,A statement accepted as true without proof in a system is this.,axiom,axiom,Math/statistics reference
ML_090,Math & Logic,hard,500,A proven mathematical statement is this.,theorem,theorem,Math/statistics reference
ML_091,Math & Logic,easy,100,A guess based on patterns but not yet proven is this.,conjecture,conjecture,Math/statistics reference
ML_092,Math & Logic,easy-medium,200,A counterexample is used to show a statement is this.,false,false,Math/statistics reference
ML_093,Math & Logic,medium,300,A diagram using overlapping circles to show sets is this.,Venn diagram,Venn diagram,Math/statistics reference
ML_094,Math & Logic,medium-hard,400,The chance of an event happening is called this.,probability,probability,Math/statistics reference
ML_095,Math & Logic,hard,500,An outcome that cannot happen has probability this.,0,0,Math/statistics reference
ML_096,Math & Logic,easy,100,An outcome that is certain has probability this.,1,1,Math/statistics reference
ML_097,Math & Logic,easy-medium,200,The average found by adding values and dividing by count is this.,mean,mean,Math/statistics reference
ML_098,Math & Logic,medium,300,The middle value in an ordered list is this.,median,median,Math/statistics reference
ML_099,Math & Logic,medium-hard,400,The most frequent value is this.,mode,mode,Math/statistics reference
ML_100,Math & Logic,hard,500,The difference between the largest and smallest values is this.,range,range,Math/statistics reference
BM_001,Business & Money,easy,100,This business or money term means money a business brings in from sales.,revenue,revenue,Finance/accounting reference
BM_002,Business & Money,easy-medium,200,This business or money term means money left after expenses.,profit,profit,Finance/accounting reference
BM_003,Business & Money,medium,300,This business or money term means money spent to operate.,expense,expense,Finance/accounting reference
BM_004,Business & Money,medium-hard,400,This business or money term means something valuable owned.,asset,asset,Finance/accounting reference
BM_005,Business & Money,hard,500,This business or money term means a debt or obligation.,liability,liability,Finance/accounting reference
BM_006,Business & Money,easy,100,This business or money term means ownership value after liabilities.,equity,equity,Finance/accounting reference
BM_007,Business & Money,easy-medium,200,This business or money term means bill requesting payment.,invoice,invoice,Finance/accounting reference
BM_008,Business & Money,medium,300,This business or money term means proof of payment.,receipt,receipt,Finance/accounting reference
BM_009,Business & Money,medium-hard,400,This business or money term means plan for income and spending.,budget,budget,Finance/accounting reference
BM_010,Business & Money,hard,500,This business or money term means movement of money in and out.,cash flow,cash flow,Finance/accounting reference
BM_011,Business & Money,easy,100,This business or money term means cost of borrowing money or return on savings.,interest,interest,Finance/accounting reference
BM_012,Business & Money,easy-medium,200,This business or money term means original amount borrowed or invested.,principal,principal,Finance/accounting reference
BM_013,Business & Money,medium,300,This business or money term means company profit paid to shareholders.,dividend,dividend,Finance/accounting reference
BM_014,Business & Money,medium-hard,400,This business or money term means ownership share in a company.,stock,stock,Finance/accounting reference
BM_015,Business & Money,hard,500,This business or money term means loan made to an issuer by investors.,bond,bond,Finance/accounting reference
BM_016,Business & Money,easy,100,This business or money term means general rise in prices.,inflation,inflation,Finance/accounting reference
BM_017,Business & Money,easy-medium,200,This business or money term means general fall in prices.,deflation,deflation,Finance/accounting reference
BM_018,Business & Money,medium,300,This business or money term means tax on imported goods.,tariff,tariff,Finance/accounting reference
BM_019,Business & Money,medium-hard,400,This business or money term means mandatory payment to government.,tax,tax,Finance/accounting reference
BM_020,Business & Money,hard,500,This business or money term means formal check of records.,audit,audit,Finance/accounting reference
BM_021,Business & Money,easy,100,A person who starts a business is called this.,entrepreneur,entrepreneur,Business reference
BM_022,Business & Money,easy-medium,200,A new business seeking rapid growth is often called this.,startup,startup,Business reference
BM_023,Business & Money,medium,300,The document outlining a company's goals and strategy is this.,business plan,business plan,Business reference
BM_024,Business & Money,medium-hard,400,The short persuasive speech about a business idea is this.,elevator pitch,elevator pitch,Business reference
BM_025,Business & Money,hard,500,The group of customers a business aims to serve is this.,target market,target market,Business reference
BM_026,Business & Money,easy,100,A company's recognizable name or image is its this.,brand,brand,Business reference
BM_027,Business & Money,easy-medium,200,The public face phrase associated with a brand is often called this.,tagline,tagline,Business reference
BM_028,Business & Money,medium,300,"A simple early product used to test an idea is an MVP, meaning this.",Minimum Viable Product,Minimum Viable Product,Business reference
BM_029,Business & Money,medium-hard,400,The process of finding potential customers is called this.,lead generation,lead generation,Business reference
BM_030,Business & Money,hard,500,A likely customer or opportunity is called this.,lead,lead,Business reference
BM_031,Business & Money,easy,100,ROI stands for this.,Return on Investment,Return on Investment,Business acronym reference
BM_032,Business & Money,easy-medium,200,CEO stands for this.,Chief Executive Officer,Chief Executive Officer,Business acronym reference
BM_033,Business & Money,medium,300,CFO stands for this.,Chief Financial Officer,Chief Financial Officer,Business acronym reference
BM_034,Business & Money,medium-hard,400,COO stands for this.,Chief Operating Officer,Chief Operating Officer,Business acronym reference
BM_035,Business & Money,hard,500,HR stands for this.,Human Resources,Human Resources,Business acronym reference
BM_036,Business & Money,easy,100,B2B means business selling to this type of customer.,businesses,businesses,Business acronym reference
BM_037,Business & Money,easy-medium,200,B2C means business selling to this type of customer.,consumers,consumers,Business acronym reference
BM_038,Business & Money,medium,300,CRM stands for this.,Customer Relationship Management,Customer Relationship Management,Business acronym reference
BM_039,Business & Money,medium-hard,400,KPI stands for this.,Key Performance Indicator,Key Performance Indicator,Business acronym reference
BM_040,Business & Money,hard,500,PO stands for this in purchasing.,Purchase Order,Purchase Order,Business acronym reference
BM_041,Business & Money,easy,100,This financial statement shows revenue and expenses over a period.,income statement,income statement,Accounting reference
BM_042,Business & Money,easy-medium,200,"This financial statement shows assets, liabilities, and equity at a point in time.",balance sheet,balance sheet,Accounting reference
BM_043,Business & Money,medium,300,This statement tracks money moving in and out of a business.,cash flow statement,cash flow statement,Accounting reference
BM_044,Business & Money,medium-hard,400,The point where revenue equals total costs is called this.,break-even point,break-even point,Accounting reference
BM_045,Business & Money,hard,500,The extra revenue after cost of goods sold is this margin.,gross margin,gross margin,Accounting reference
BM_046,Business & Money,easy,100,Money spent to acquire or improve long-term assets is this.,capital expenditure,capital expenditure,Accounting reference
BM_047,Business & Money,easy-medium,200,Day-to-day spending is often called this.,operating expense,operating expense,Accounting reference
BM_048,Business & Money,medium,300,Goods a business has for sale are called this.,inventory,inventory,Accounting reference
BM_049,Business & Money,medium-hard,400,Money customers owe a company is this.,accounts receivable,accounts receivable,Accounting reference
BM_050,Business & Money,hard,500,Money a company owes suppliers is this.,accounts payable,accounts payable,Accounting reference
BM_051,Business & Money,easy,100,The currency of Canada is this.,Canadian dollar,Canadian dollar,Currency reference
BM_052,Business & Money,easy-medium,200,The currency of the United States is this.,US dollar,US dollar,Currency reference
BM_053,Business & Money,medium,300,The currency used by many European Union countries is this.,euro,euro,Currency reference
BM_054,Business & Money,medium-hard,400,The currency of Japan is this.,yen,yen,Currency reference
BM_055,Business & Money,hard,500,The currency of the United Kingdom is this.,pound sterling,pound sterling,Currency reference
BM_056,Business & Money,easy,100,The currency of China is this.,yuan,yuan,Currency reference
BM_057,Business & Money,easy-medium,200,The currency of Mexico is this.,peso,peso,Currency reference
BM_058,Business & Money,medium,300,The currency of India is this.,rupee,rupee,Currency reference
BM_059,Business & Money,medium-hard,400,The currency of Switzerland is this.,Swiss franc,Swiss franc,Currency reference
BM_060,Business & Money,hard,500,The currency of South Korea is this.,won,won,Currency reference
BM_061,Business & Money,easy,100,A market with rising prices is often called this animal.,bull market,bull market,Personal finance reference
BM_062,Business & Money,easy-medium,200,A market with falling prices is often called this animal.,bear market,bear market,Personal finance reference
BM_063,Business & Money,medium,300,Spreading investments across different assets is called this.,diversification,diversification,Personal finance reference
BM_064,Business & Money,medium-hard,400,A fund tracking an index is often called this.,index fund,index fund,Personal finance reference
BM_065,Business & Money,hard,500,ETF stands for this.,Exchange-Traded Fund,Exchange-Traded Fund,Personal finance reference
BM_066,Business & Money,easy,100,A mortgage is a loan usually used to buy this.,real estate,real estate,Personal finance reference
BM_067,Business & Money,easy-medium,200,Insurance payment made regularly is called this.,premium,premium,Personal finance reference
BM_068,Business & Money,medium,300,The amount paid before insurance coverage starts is this.,deductible,deductible,Personal finance reference
BM_069,Business & Money,medium-hard,400,A person who rents property from a landlord is this.,tenant,tenant,Personal finance reference
BM_070,Business & Money,hard,500,A person or company that owns rented property is this.,landlord,landlord,Personal finance reference
BM_071,Business & Money,easy,100,A written agreement enforceable by law is this.,contract,contract,Business/legal reference
BM_072,Business & Money,easy-medium,200,An exclusive legal right to an invention is this.,patent,patent,Business/legal reference
BM_073,Business & Money,medium,300,A legal protection for brand names and logos is this.,trademark,trademark,Business/legal reference
BM_074,Business & Money,medium-hard,400,A legal protection for creative works is this.,copyright,copyright,Business/legal reference
BM_075,Business & Money,hard,500,A company owned by shareholders is this.,corporation,corporation,Business/legal reference
BM_076,Business & Money,easy,100,A business owned by one person is this.,sole proprietorship,sole proprietorship,Business/legal reference
BM_077,Business & Money,easy-medium,200,A business owned by partners is this.,partnership,partnership,Business/legal reference
BM_078,Business & Money,medium,300,A company's board mainly represents this group.,shareholders,shareholders,Business/legal reference
BM_079,Business & Money,medium-hard,400,A written promise to keep information secret is this.,non-disclosure agreement,non-disclosure agreement,Business/legal reference
BM_080,Business & Money,hard,500,A business selling the right to operate under its brand is this.,franchise,franchise,Business/legal reference
BM_081,Business & Money,easy,100,The process of promoting products is called this.,marketing,marketing,Business operations reference
BM_082,Business & Money,easy-medium,200,Selling goods directly through a website is this.,e-commerce,e-commerce,Business operations reference
BM_083,Business & Money,medium,300,A recurring payment business model is this.,subscription,subscription,Business operations reference
BM_084,Business & Money,medium-hard,400,The cost to acquire one customer is often abbreviated this.,CAC,CAC,Business operations reference
BM_085,Business & Money,hard,500,Lifetime value of a customer is often abbreviated this.,LTV,LTV,Business operations reference
BM_086,Business & Money,easy,100,A visual chart of project tasks in columns is often called this.,Kanban board,Kanban board,Business operations reference
BM_087,Business & Money,easy-medium,200,A person who manages customer sales relationships is often in this department.,sales,sales,Business operations reference
BM_088,Business & Money,medium,300,A business that sells goods in small quantities to the public is this.,retailer,retailer,Business operations reference
BM_089,Business & Money,medium-hard,400,A business that sells in large quantities to stores is this.,wholesaler,wholesaler,Business operations reference
BM_090,Business & Money,hard,500,The path from raw materials to customer delivery is this.,supply chain,supply chain,Business operations reference
BM_091,Business & Money,easy,100,Review clue: This business or money term means money a business brings in from sales.,revenue,revenue,Finance/accounting reference
BM_092,Business & Money,easy-medium,200,Review clue: This business or money term means money left after expenses.,profit,profit,Finance/accounting reference
BM_093,Business & Money,medium,300,Review clue: This business or money term means money spent to operate.,expense,expense,Finance/accounting reference
BM_094,Business & Money,medium-hard,400,Review clue: This business or money term means something valuable owned.,asset,asset,Finance/accounting reference
BM_095,Business & Money,hard,500,Review clue: This business or money term means a debt or obligation.,liability,liability,Finance/accounting reference
BM_096,Business & Money,easy,100,Review clue: This business or money term means ownership value after liabilities.,equity,equity,Finance/accounting reference
BM_097,Business & Money,easy-medium,200,Review clue: This business or money term means bill requesting payment.,invoice,invoice,Finance/accounting reference
BM_098,Business & Money,medium,300,Review clue: This business or money term means proof of payment.,receipt,receipt,Finance/accounting reference
BM_099,Business & Money,medium-hard,400,Review clue: This business or money term means plan for income and spending.,budget,budget,Finance/accounting reference
BM_100,Business & Money,hard,500,Review clue: This business or money term means movement of money in and out.,cash flow,cash flow,Finance/accounting reference
HT_001,Holidays & Traditions,easy,100,This holiday or observance is a January 1 celebration.,New Year's Day,New Year's Day,Holiday reference
HT_002,Holidays & Traditions,easy-medium,200,This holiday or observance is a February holiday associated with hearts.,Valentine's Day,Valentine's Day,Holiday reference
HT_003,Holidays & Traditions,medium,300,This holiday or observance is a March holiday associated with Ireland and shamrocks.,St. Patrick's Day,St. Patrick's Day,Holiday reference
HT_004,Holidays & Traditions,medium-hard,400,This holiday or observance is a day for harmless pranks.,April Fools' Day,April Fools' Day,Holiday reference
HT_005,Holidays & Traditions,hard,500,This holiday or observance is a April day focused on environmental protection.,Earth Day,Earth Day,Holiday reference
HT_006,Holidays & Traditions,easy,100,This holiday or observance is a October holiday with costumes and trick-or-treating.,Halloween,Halloween,Holiday reference
HT_007,Holidays & Traditions,easy-medium,200,This holiday or observance is a November 11 memorial day in Canada and other Commonwealth countries.,Remembrance Day,Remembrance Day,Holiday reference
HT_008,Holidays & Traditions,medium,300,This holiday or observance is a November 11 U.S. holiday honoring veterans.,Veterans Day,Veterans Day,Holiday reference
HT_009,Holidays & Traditions,medium-hard,400,This holiday or observance is a harvest-themed holiday of gratitude.,Thanksgiving,Thanksgiving,Holiday reference
HT_010,Holidays & Traditions,hard,500,This holiday or observance is a December 25 Christian and cultural holiday.,Christmas,Christmas,Holiday reference
HT_011,Holidays & Traditions,easy,100,This holiday or observance is a December 26 holiday in Canada and the UK.,Boxing Day,Boxing Day,Holiday reference
HT_012,Holidays & Traditions,easy-medium,200,This holiday or observance is a Jewish festival of lights.,Hanukkah,Hanukkah,Holiday reference
HT_013,Holidays & Traditions,medium,300,This holiday or observance is a Hindu festival of lights.,Diwali,Diwali,Holiday reference
HT_014,Holidays & Traditions,medium-hard,400,This holiday or observance is a Muslim holiday ending Ramadan.,Eid al-Fitr,Eid al-Fitr,Holiday reference
HT_015,Holidays & Traditions,hard,500,This holiday or observance is a Muslim holiday of sacrifice.,Eid al-Adha,Eid al-Adha,Holiday reference
HT_016,Holidays & Traditions,easy,100,This holiday or observance is a new year based on lunisolar calendars.,Lunar New Year,Lunar New Year,Holiday reference
HT_017,Holidays & Traditions,easy-medium,200,This holiday or observance is a July 1 Canadian national day.,Canada Day,Canada Day,Holiday reference
HT_018,Holidays & Traditions,medium,300,This holiday or observance is a July 4 U.S. national day.,Independence Day,Independence Day,Holiday reference
HT_019,Holidays & Traditions,medium-hard,400,This holiday or observance is a July 14 French national day.,Bastille Day,Bastille Day,Holiday reference
HT_020,Holidays & Traditions,hard,500,This holiday or observance is a May 5 commemoration of Mexican victory at Puebla.,Cinco de Mayo,Cinco de Mayo,Holiday reference
HT_021,Holidays & Traditions,easy,100,The plant often hung for Christmas kisses is this.,mistletoe,mistletoe,Cultural tradition reference
HT_022,Holidays & Traditions,easy-medium,200,The red-nosed reindeer in a famous Christmas song is this.,Rudolph,Rudolph,Cultural tradition reference
HT_023,Holidays & Traditions,medium,300,The candle holder used during Hanukkah is this.,menorah,menorah,Cultural tradition reference
HT_024,Holidays & Traditions,medium-hard,400,The spinning top used in Hanukkah games is this.,dreidel,dreidel,Cultural tradition reference
HT_025,Holidays & Traditions,hard,500,The decorated eggs and bunny are associated with this holiday.,Easter,Easter,Cultural tradition reference
HT_026,Holidays & Traditions,easy,100,The carved pumpkin lantern is commonly called this.,jack-o-lantern,jack-o-lantern,Cultural tradition reference
HT_027,Holidays & Traditions,easy-medium,200,The Mexican holiday honoring deceased loved ones is this.,Day of the Dead,Day of the Dead,Cultural tradition reference
HT_028,Holidays & Traditions,medium,300,The Chinese zodiac animal cycle contains this many animals.,12,12,Cultural tradition reference
HT_029,Holidays & Traditions,medium-hard,400,The dragon dance is often associated with this holiday period.,Lunar New Year,Lunar New Year,Cultural tradition reference
HT_030,Holidays & Traditions,hard,500,Red envelopes with money are often given during this celebration.,Lunar New Year,Lunar New Year,Cultural tradition reference
HT_031,Holidays & Traditions,easy,100,This celebration is strongly associated with Canada.,Canada Day,Canada Day,Cultural reference
HT_032,Holidays & Traditions,easy-medium,200,This celebration is strongly associated with United States.,Independence Day,Independence Day,Cultural reference
HT_033,Holidays & Traditions,medium,300,This celebration is strongly associated with France.,Bastille Day,Bastille Day,Cultural reference
HT_034,Holidays & Traditions,medium-hard,400,This celebration is strongly associated with Mexico.,Cinco de Mayo,Cinco de Mayo,Cultural reference
HT_035,Holidays & Traditions,hard,500,This celebration is strongly associated with India.,Republic Day,Republic Day,Cultural reference
HT_036,Holidays & Traditions,easy,100,This celebration is strongly associated with Australia.,Australia Day,Australia Day,Cultural reference
HT_037,Holidays & Traditions,easy-medium,200,This celebration is strongly associated with Ireland.,St. Patrick's Day,St. Patrick's Day,Cultural reference
HT_038,Holidays & Traditions,medium,300,This celebration is strongly associated with Brazil.,Carnival,Carnival,Cultural reference
HT_039,Holidays & Traditions,medium-hard,400,This celebration is strongly associated with Germany.,Oktoberfest,Oktoberfest,Cultural reference
HT_040,Holidays & Traditions,hard,500,This celebration is strongly associated with Japan.,Golden Week,Golden Week,Cultural reference
HT_041,Holidays & Traditions,easy,100,A large public procession for a holiday is called this.,parade,parade,Traditions reference
HT_042,Holidays & Traditions,easy-medium,200,A meal held outdoors with packed food is this.,picnic,picnic,Traditions reference
HT_043,Holidays & Traditions,medium,300,A formal meal with many guests is this.,banquet,banquet,Traditions reference
HT_044,Holidays & Traditions,medium-hard,400,A festive outdoor market or amusement event is this.,fair,fair,Traditions reference
HT_045,Holidays & Traditions,hard,500,A period of celebration before Lent in some countries is this.,Carnival,Carnival,Traditions reference
HT_046,Holidays & Traditions,easy,100,A Jewish coming-of-age ceremony for boys is this.,bar mitzvah,bar mitzvah,Traditions reference
HT_047,Holidays & Traditions,easy-medium,200,A Jewish coming-of-age ceremony for girls is this.,bat mitzvah,bat mitzvah,Traditions reference
HT_048,Holidays & Traditions,medium,300,A Christian ceremony using water as a sign of faith is this.,baptism,baptism,Traditions reference
HT_049,Holidays & Traditions,medium-hard,400,A formal dance for high school students is this.,prom,prom,Traditions reference
HT_050,Holidays & Traditions,hard,500,A celebration before a wedding is often called this.,shower,shower,Traditions reference
HT_051,Holidays & Traditions,easy,100,This month is associated with New Year's Day.,January,January,Calendar reference
HT_052,Holidays & Traditions,easy-medium,200,This month is associated with Valentine's Day.,February,February,Calendar reference
HT_053,Holidays & Traditions,medium,300,This month is associated with St. Patrick's Day.,March,March,Calendar reference
HT_054,Holidays & Traditions,medium-hard,400,This month is associated with Earth Day.,April,April,Calendar reference
HT_055,Holidays & Traditions,hard,500,This month is associated with Mother's Day in many countries.,May,May,Calendar reference
HT_056,Holidays & Traditions,easy,100,This month is associated with Father's Day in many countries.,June,June,Calendar reference
HT_057,Holidays & Traditions,easy-medium,200,This month is associated with Canada Day and U.S. Independence Day.,July,July,Calendar reference
HT_058,Holidays & Traditions,medium,300,This month is associated with many summer festivals.,August,August,Calendar reference
HT_059,Holidays & Traditions,medium-hard,400,This month is associated with Labor Day in Canada and the U.S..,September,September,Calendar reference
HT_060,Holidays & Traditions,hard,500,This month is associated with Halloween.,October,October,Calendar reference
HT_061,Holidays & Traditions,easy,100,This month is associated with Remembrance Day and Thanksgiving in the U.S..,November,November,Calendar reference
HT_062,Holidays & Traditions,easy-medium,200,This month is associated with Christmas and Hanukkah often occur around this month.,December,December,Calendar reference
HT_063,Holidays & Traditions,medium,300,The first day of the week in many North American calendars is this.,Sunday,Sunday,Calendar reference
HT_064,Holidays & Traditions,medium-hard,400,The day after Friday is this.,Saturday,Saturday,Calendar reference
HT_065,Holidays & Traditions,hard,500,A year with 366 days is called this.,leap year,leap year,Calendar reference
HT_066,Holidays & Traditions,easy,100,February has this many days in a non-leap year.,28,28,Calendar reference
HT_067,Holidays & Traditions,easy-medium,200,A decade contains this many years.,10,10,Calendar reference
HT_068,Holidays & Traditions,medium,300,A century contains this many years.,100,100,Calendar reference
HT_069,Holidays & Traditions,medium-hard,400,A millennium contains this many years.,1000,1000,Calendar reference
HT_070,Holidays & Traditions,hard,500,The season after winter is this.,spring,spring,Calendar reference
HT_071,Holidays & Traditions,easy,100,The season after spring is this.,summer,summer,Calendar reference
HT_072,Holidays & Traditions,easy-medium,200,The season after summer is this.,fall,fall,Calendar reference
HT_073,Holidays & Traditions,medium,300,"In many cultures, a birthday cake often has these on top.",candles,candles,Traditions reference
HT_074,Holidays & Traditions,medium-hard,400,A wedding ceremony often ends with this phrase: you may kiss the what.,bride,bride,Traditions reference
HT_075,Holidays & Traditions,hard,500,A graduation ceremony often includes receiving this document.,diploma,diploma,Traditions reference
HT_076,Holidays & Traditions,easy,100,The square academic hat worn at graduation is this.,mortarboard,mortarboard,Traditions reference
HT_077,Holidays & Traditions,easy-medium,200,A housewarming celebrates moving into a new this.,home,home,Traditions reference
HT_078,Holidays & Traditions,medium,300,A baby shower celebrates an expected this.,baby,baby,Traditions reference
HT_079,Holidays & Traditions,medium-hard,400,An anniversary celebrates the passage of this.,years,years,Traditions reference
HT_080,Holidays & Traditions,hard,500,A quinceanera celebrates this birthday for many Latin American girls.,15th birthday,15th birthday,Traditions reference
HT_081,Holidays & Traditions,easy,100,A sweet sixteen celebrates this birthday.,16th birthday,16th birthday,Traditions reference
HT_082,Holidays & Traditions,easy-medium,200,A golden anniversary usually means this many years.,50,50,Traditions reference
HT_083,Holidays & Traditions,medium,300,The Olympic Games opening often includes this symbolic flame.,Olympic flame,Olympic flame,Holiday/religion reference
HT_084,Holidays & Traditions,medium-hard,400,The New Year countdown often ends with this number.,zero,zero,Holiday/religion reference
HT_085,Holidays & Traditions,hard,500,A resolution is often made at this holiday.,New Year's Day,New Year's Day,Holiday/religion reference
HT_086,Holidays & Traditions,easy,100,Trick-or-treating is associated with this holiday.,Halloween,Halloween,Holiday/religion reference
HT_087,Holidays & Traditions,easy-medium,200,Giving thanks is central to this holiday.,Thanksgiving,Thanksgiving,Holiday/religion reference
HT_088,Holidays & Traditions,medium,300,"The phrase ""lest we forget"" is associated with this observance.",Remembrance Day,Remembrance Day,Holiday/religion reference
HT_089,Holidays & Traditions,medium-hard,400,A menorah has this many branches on the Hanukkah version.,nine,nine,Holiday/religion reference
HT_090,Holidays & Traditions,hard,500,Ramadan is a month of fasting in this religion.,Islam,Islam,Holiday/religion reference
HT_091,Holidays & Traditions,easy,100,Lent is a season before Easter in this religion.,Christianity,Christianity,Holiday/religion reference
HT_092,Holidays & Traditions,easy-medium,200,Passover commemorates the Exodus in this religion.,Judaism,Judaism,Holiday/religion reference
HT_093,Holidays & Traditions,medium,300,Review clue: This holiday or observance is a January 1 celebration.,New Year's Day,New Year's Day,Holiday reference
HT_094,Holidays & Traditions,medium-hard,400,Review clue: This holiday or observance is a February holiday associated with hearts.,Valentine's Day,Valentine's Day,Holiday reference
HT_095,Holidays & Traditions,hard,500,Review clue: This holiday or observance is a March holiday associated with Ireland and shamrocks.,St. Patrick's Day,St. Patrick's Day,Holiday reference
HT_096,Holidays & Traditions,easy,100,Review clue: This holiday or observance is a day for harmless pranks.,April Fools' Day,April Fools' Day,Holiday reference
